NumberOfMeshes: 2
MeshName: pTankHullShape
NumberOfVertices: 676
4.01283 -0.330594 -3.67098
1.47516 -0.541897 3.86449
3.7649 -0.370515 3.60652
1.47516 -0.762384 3.60652
1.47513 -0.781278 -0.100827
2.50617 -0.8943 -0.100735
2.50617 -0.869598 4.11844
1.47511 -0.784101 -0.773086
2.50617 -0.894427 -0.773091
1.47511 -0.784099 -2.62029
1.47514 -0.780145 -2.90685
2.50617 -0.894009 -2.90676
2.50617 -0.894426 -2.62031
3.49634 -0.781278 -0.100827
3.7649 -0.762384 3.60652
3.49634 -0.784101 -0.773086
4.01283 -0.780144 -2.90685
4.01283 -0.784099 -2.62029
1.47516 -0.66317 -3.67098
2.50617 -0.756177 -4.26551
1.47523 -0.252336 -4.18851
2.50617 -0.286517 -4.78825
4.01283 -0.663169 -3.67098
4.01283 -0.252336 -4.18851
2.50617 -0.652392 4.64387
1.4752 -0.572383 4.06221
3.7649 -0.572383 4.06221
4.01283 0.678301 -3.67098
4.01283 0.756848 -2.90685
4.01283 0.756848 -2.62029
3.49634 0.756848 -0.773086
3.49634 0.756848 -0.100827
3.7649 0.635234 3.60652
3.7649 0.132899 3.60651
3.7649 0.0149384 3.60652
3.37935 -0.172051 3.60652
3.37935 -0.172146 -0.100827
3.37935 -0.172146 -0.773086
3.37935 -0.172146 -2.62029
3.37935 -0.172146 -2.90685
3.37935 -0.172146 -3.67098
4.01283 0.00308898 -3.67098
1.47517 0.678319 -3.67098
1.47517 0.756866 -2.90685
1.47517 0.756866 -2.62029
1.47517 0.756866 -0.773086
1.47517 0.756866 -0.100827
1.47517 0.635232 3.60651
1.47517 0.194369 3.60651
1.47517 0.0149384 3.60652
1.47517 -0.295046 3.60652
1.47517 -0.378756 -0.100827
1.47517 -0.378756 -0.773086
1.47517 -0.378756 -2.62029
1.47517 -0.378756 -2.90685
1.47517 0.00308897 -3.67098
0.619923 -0.604431 -1.85172
1.23984 -0.378756 -1.85172
1.47517 -0.378756 -1.85172
1.85977 -0.378756 -1.85172
1.85977 -0.541916 -1.85172
1.4751 -0.541894 -1.85172
1.47511 -0.7841 -1.85172
2.50617 -0.894426 -1.85175
4.01283 -0.7841 -1.85172
4.01283 -0.541917 -1.85172
3.11697 -0.541916 -1.85172
3.11697 -0.378756 -1.85172
3.37935 -0.172146 -1.85172
4.01283 0.756848 -1.85172
1.47517 0.756866 -1.85172
1.23984 0.718617 -1.85172
0.912698 0.894427 -1.85172
1.23984 -0.367559 0.414972
1.47517 -0.368172 0.414972
1.85977 -0.370515 0.414972
1.85977 -0.527133 0.414969
0.619922 0.357001 -3.85325
1.23984 0.357001 -3.85325
3.7649 0.399459 3.60651
1.47517 0.363089 3.60651
1.19506 0.363089 2.9083
0.579404 0.553132 0.620483
4.01283 0.436137 -3.67098
1.47517 0.357001 -3.85325
4.01283 0.21136 -3.67098
1.47517 0.212948 -3.67098
3.49634 0.50117 -0.100827
3.49634 0.50117 -0.773086
4.01283 0.50117 -1.85172
4.01283 0.50117 -2.62029
4.01283 0.501009 -2.90685
3.49634 0.212948 -2.90685
3.49634 0.212948 -2.62029
3.49634 0.212948 -1.85172
3.49634 0.212948 -0.773086
3.49634 0.212948 -0.100827
3.49634 0.003089 -2.90685
3.49634 0.00150548 -2.62029
3.49634 0.00261414 -1.85172
3.49634 0.00377418 -0.773086
3.49634 0.00450107 -0.100827
0.270698 0.894427 -0.773086
0.270698 0.718617 -0.100827
0.270698 0.718617 0.414972
0.270698 0.553132 0.620483
0.270699 0.352826 0.886352
0.270699 -0.0129649 0.886352
0.270699 -0.378756 0.414972
0.270699 -0.378756 -0.100827
0.270699 -0.604432 -0.773086
0.270699 -0.604432 -1.85172
0.270699 -0.604432 -2.62029
0.270699 -0.378756 -2.90685
0.270698 -0.330594 -3.13867
0.270699 0.00308897 -3.13864
0.270699 0.212948 -3.13864
0.270698 0.357001 -3.3743
0.270699 0.795983 -3.3743
0.270698 0.795983 -2.90685
0.270699 0.894427 -2.62029
0.270699 0.894427 -1.85172
3.23471 -0.652392 4.64387
3.23471 -0.869598 4.11844
3.23471 -0.892749 -0.100735
3.23471 -0.894426 -0.773091
3.23471 -0.894425 -1.85175
3.23471 -0.894424 -2.62031
3.23471 -0.891955 -2.90676
3.23471 -0.756177 -4.26551
3.23471 -0.286517 -4.78825
1.79037 -0.286517 -4.78825
1.79037 -0.756177 -4.26551
1.8006 -0.891955 -2.90676
1.80446 -0.894424 -2.62031
1.80448 -0.894425 -1.85175
1.80449 -0.894426 -0.773091
1.80158 -0.892749 -0.100735
1.79875 -0.869598 4.11844
1.79411 -0.652392 4.64387
4.01283 0.0630948 -4.22359
3.23471 0.0740791 -4.82836
2.50617 0.0740791 -4.82836
1.79037 0.0740791 -4.82836
1.47523 0.0630948 -4.2236
1.4752 0.357001 -4.12479
1.79441 0.558225 -4.70028
2.50617 0.558195 -4.70028
3.2347 0.558195 -4.69323
4.01283 0.470236 -4.10625
1.79748 0.867188 -2.90676
2.50617 0.86719 -2.90676
3.23469 0.86717 -2.90676
3.23469 0.86717 -2.62031
2.50617 0.86719 -2.62031
1.79748 0.867187 -2.62031
3.23469 0.86717 -1.85175
2.50617 0.86719 -1.85175
1.79748 0.867184 -1.85175
3.23469 0.86717 -0.773091
2.50617 0.86719 -0.773091
1.79748 0.867182 -0.773091
3.23469 0.86717 -0.100735
2.50617 0.86719 -0.100735
1.79748 0.86718 -0.100735
1.23984 0.536829 0.414969
1.47517 0.756864 0.414968
1.79748 0.867179 0.415003
2.50617 0.86719 0.414999
3.23469 0.86717 0.414993
3.7649 0.756848 0.414958
3.7649 0.50117 0.414957
3.49634 0.21298 0.414956
3.49634 0.00580484 0.414961
3.37935 -0.172134 0.414964
3.11697 -0.377642 0.414969
3.11697 -0.541897 0.414969
3.7649 -0.541897 0.414969
3.7649 -0.781603 0.414969
3.23471 -0.892936 0.415006
2.50617 -0.8943 0.415006
1.80123 -0.89294 0.415006
1.47514 -0.781613 0.414969
1.47512 -0.541897 0.414969
3.23471 -0.272318 4.80493
3.7649 -0.239915 4.2031
1.47516 -0.295046 3.96782
1.4752 -0.239915 4.2031
1.79411 -0.272318 4.80493
2.50617 -0.272318 4.80493
0.619923 -0.295046 2.63085
0.530361 -0.00130656 2.63085
0.530361 0.194369 2.63085
0.555824 0.363089 2.63085
0.579404 0.501717 2.63085
3.23471 0.153878 4.82836
3.7649 0.132899 4.2236
1.47516 0.0149384 3.97581
1.4752 0.132899 4.22359
1.79411 0.153878 4.82836
2.50617 0.153878 4.82836
3.23471 0.458606 4.62296
3.7649 0.399459 4.04392
1.47516 0.194369 3.8689
1.4752 0.399458 4.04392
1.79411 0.458606 4.62296
2.50617 0.458606 4.62296
3.49634 0.213152 2.03295
3.49634 0.0114322 2.03295
3.37935 -0.172083 2.03295
3.11697 -0.373251 2.03295
3.11697 -0.541897 2.03295
3.7649 -0.541897 2.03295
3.7649 -0.783075 2.93432
3.23471 -0.893777 3.35448
2.50617 -0.894301 3.35448
1.7997 -0.893778 3.35448
1.47515 -0.783079 2.93432
1.47512 -0.541897 2.03295
1.85977 -0.536229 2.03295
1.85977 -0.324018 2.03295
1.47517 -0.323118 2.03295
1.21225 -0.322883 2.03295
0.619923 -0.327181 2.03295
0.530361 -0.00578202 2.03295
0.530361 0.255198 2.03295
0.564876 0.436044 2.03296
0.594958 0.517784 2.03295
1.21225 0.515196 2.03295
1.47517 0.681925 2.03295
1.79748 0.781515 2.03289
2.50617 0.781533 2.03289
3.23469 0.781525 2.03289
3.7649 0.68192 2.03295
3.7649 0.458913 2.03295
3.37069 0.383794 -3.67098
3.37069 0.257801 -3.67098
3.37069 0.258691 -2.90685
3.37069 0.420157 -2.90685
3.37069 0.258691 -2.62029
3.37069 0.420247 -2.62029
3.37069 0.258691 -1.85172
3.37069 0.420247 -1.85172
3.37069 0.258691 -0.773086
3.37069 0.420247 -0.773086
3.37069 0.258691 -0.100827
3.37069 0.420247 -0.100827
3.37069 0.258709 0.414956
3.37069 0.420247 0.414957
3.37069 0.258806 2.03295
3.37069 0.396561 2.03295
3.37069 0.213822 3.60651
3.37069 0.363235 3.60651
-3.23469 0.728163 4.23539
-3.23469 0.777395 -4.20774
-2.50617 0.728163 4.23539
-2.50617 0.777395 -4.22015
-1.79748 0.72814 4.23539
-1.79748 0.777395 -4.22015
-1.19506 0.501717 2.9083
-1.23984 0.718617 -0.100827
-1.23984 0.718617 -2.62029
-1.23984 0.640069 -3.68614
-0.619922 0.543572 0.414972
-0.619922 0.718617 -0.100827
-0.619923 0.894427 -2.62029
-0.619922 0.717435 -3.68614
-0.619923 -0.378756 0.414972
-0.619923 -0.378756 -0.100827
-0.619923 -0.604432 -2.62029
-0.619923 -0.330594 -3.54267
-1.19506 -0.295046 2.9083
-1.23984 -0.378756 -0.100827
-1.23984 -0.378756 -2.62029
-1.23984 -0.330594 -3.54267
-1.85977 -0.295046 3.60652
-1.85977 -0.378756 -0.100827
-1.85977 -0.378756 -2.62029
-1.85977 -0.330594 -3.67098
-3.11697 -0.370515 3.60652
-3.11697 -0.378756 -0.100827
-3.11697 -0.378756 -2.62029
-3.11697 -0.330594 -3.67098
-0.619923 0.00308897 -3.69253
-1.23984 0.00308897 -3.69253
-0.619923 0.212948 -3.69253
-1.23984 0.212948 -3.69253
-0.530361 -0.0129649 0.886352
-1.19506 0.0149384 2.9083
-0.530361 0.352826 0.886352
-1.19506 0.194369 2.9083
-0.619921 0.795983 -2.90685
-0.619923 -0.378756 -2.90685
-1.23984 -0.378756 -2.90685
-1.85977 -0.378756 -2.90685
-3.11697 -0.378756 -2.90685
-1.23984 0.718617 -2.90685
-0.619922 -0.604432 -0.773086
-1.23984 -0.378756 -0.773086
-1.85977 -0.378756 -0.773086
-3.11697 -0.378756 -0.773086
-1.23984 0.718617 -0.773086
-0.619923 0.894427 -0.773086
-1.85977 -0.541897 3.60652
-1.85977 -0.541894 -0.100827
-1.85977 -0.541916 -0.773086
-1.85977 -0.541916 -2.62029
-1.85977 -0.541876 -2.90685
-3.11697 -0.541894 -0.100827
-3.11697 -0.541897 3.60652
-3.11697 -0.541916 -0.773086
-3.11697 -0.541876 -2.90685
-3.11697 -0.541916 -2.62029
-1.85977 -0.475638 -3.69364
-3.11697 -0.445557 -3.67098
-1.47512 -0.541897 3.60652
-1.47512 -0.541894 -0.100827
-1.4751 -0.541894 -0.773086
-1.4751 -0.541894 -2.62029
-1.47512 -0.541894 -2.90685
-3.49634 -0.541894 -0.100827
-3.7649 -0.541897 3.60652
-3.49634 -0.541916 -0.773086
-4.01283 -0.541894 -2.90685
-4.01283 -0.541916 -2.62029
-1.47512 -0.51787 -3.67098
-1.47517 -0.330594 -3.67098
-4.01283 -0.445557 -3.67098
-4.01283 -0.330594 -3.67098
-1.47516 -0.541897 3.86449
-3.7649 -0.370515 3.60652
-1.47516 -0.762384 3.60652
-1.47513 -0.781278 -0.100827
-2.50617 -0.8943 -0.100735
-2.50617 -0.869598 4.11844
-1.47511 -0.784101 -0.773086
-2.50617 -0.894427 -0.773091
-1.47511 -0.784099 -2.62029
-1.47514 -0.780145 -2.90685
-2.50617 -0.894009 -2.90676
-2.50617 -0.894426 -2.62031
-3.49634 -0.781278 -0.100827
-3.7649 -0.762384 3.60652
-3.49634 -0.784101 -0.773086
-4.01283 -0.780144 -2.90685
-4.01283 -0.784099 -2.62029
-1.47516 -0.66317 -3.67098
-2.50617 -0.756177 -4.26551
-1.47523 -0.252336 -4.18851
-2.50617 -0.286517 -4.78825
-4.01283 -0.663169 -3.67098
-4.01283 -0.252336 -4.18851
-2.50617 -0.652392 4.64387
-1.4752 -0.572383 4.06221
-3.7649 -0.572383 4.06221
-4.01283 0.678301 -3.67098
-4.01283 0.756848 -2.90685
-4.01283 0.756848 -2.62029
-3.49634 0.756848 -0.773086
-3.49634 0.756848 -0.100827
-3.7649 0.635234 3.60652
-3.7649 0.132899 3.60651
-3.7649 0.0149384 3.60652
-3.37935 -0.172051 3.60652
-3.37935 -0.172146 -0.100827
-3.37935 -0.172146 -0.773086
-3.37935 -0.172146 -2.62029
-3.37935 -0.172146 -2.90685
-3.37935 -0.172146 -3.67098
-4.01283 0.00308898 -3.67098
-1.47517 0.678319 -3.67098
-1.47517 0.756866 -2.90685
-1.47517 0.756866 -2.62029
-1.47517 0.756866 -0.773086
-1.47517 0.756866 -0.100827
-1.47517 0.635232 3.60651
-1.47517 0.194369 3.60651
-1.47517 0.0149384 3.60652
-1.47517 -0.295046 3.60652
-1.47517 -0.378756 -0.100827
-1.47517 -0.378756 -0.773086
-1.47517 -0.378756 -2.62029
-1.47517 -0.378756 -2.90685
-1.47517 0.00308897 -3.67098
-0.619923 -0.604431 -1.85172
-1.23984 -0.378756 -1.85172
-1.47517 -0.378756 -1.85172
-1.85977 -0.378756 -1.85172
-1.85977 -0.541916 -1.85172
-1.4751 -0.541894 -1.85172
-1.47511 -0.7841 -1.85172
-2.50617 -0.894426 -1.85175
-4.01283 -0.7841 -1.85172
-4.01283 -0.541917 -1.85172
-3.11697 -0.541916 -1.85172
-3.11697 -0.378756 -1.85172
-3.37935 -0.172146 -1.85172
-4.01283 0.756848 -1.85172
-1.47517 0.756866 -1.85172
-1.23984 0.718617 -1.85172
-0.912698 0.894427 -1.85172
-1.23984 -0.367559 0.414972
-1.47517 -0.368172 0.414972
-1.85977 -0.370515 0.414972
-1.85977 -0.527133 0.414969
-0.619922 0.357001 -3.85325
-1.23984 0.357001 -3.85325
-3.7649 0.399459 3.60651
-1.47517 0.363089 3.60651
-1.19506 0.363089 2.9083
-0.579404 0.553132 0.620483
-4.01283 0.436137 -3.67098
-1.47517 0.357001 -3.85325
-4.01283 0.21136 -3.67098
-1.47517 0.212948 -3.67098
-3.49634 0.50117 -0.100827
-3.49634 0.50117 -0.773086
-4.01283 0.50117 -1.85172
-4.01283 0.50117 -2.62029
-4.01283 0.501009 -2.90685
-3.49634 0.212948 -2.90685
-3.49634 0.212948 -2.62029
-3.49634 0.212948 -1.85172
-3.49634 0.212948 -0.773086
-3.49634 0.212948 -0.100827
-3.49634 0.003089 -2.90685
-3.49634 0.00150548 -2.62029
-3.49634 0.00261414 -1.85172
-3.49634 0.00377418 -0.773086
-3.49634 0.00450107 -0.100827
-0.270698 0.894427 -0.773086
-0.270698 0.718617 -0.100827
-0.270698 0.718617 0.414972
-0.270698 0.553132 0.620483
-0.270699 0.352826 0.886352
-0.270699 -0.0129649 0.886352
-0.270699 -0.378756 0.414972
-0.270699 -0.378756 -0.100827
-0.270699 -0.604432 -0.773086
-0.270699 -0.604432 -1.85172
-0.270699 -0.604432 -2.62029
-0.270699 -0.378756 -2.90685
-0.270698 -0.330594 -3.13867
-0.270699 0.00308897 -3.13864
-0.270699 0.212948 -3.13864
-0.270698 0.357001 -3.3743
-0.270699 0.795983 -3.3743
-0.270698 0.795983 -2.90685
-0.270699 0.894427 -2.62029
-0.270699 0.894427 -1.85172
-3.23471 -0.652392 4.64387
-3.23471 -0.869598 4.11844
-3.23471 -0.892749 -0.100735
-3.23471 -0.894426 -0.773091
-3.23471 -0.894425 -1.85175
-3.23471 -0.894424 -2.62031
-3.23471 -0.891955 -2.90676
-3.23471 -0.756177 -4.26551
-3.23471 -0.286517 -4.78825
-1.79037 -0.286517 -4.78825
-1.79037 -0.756177 -4.26551
-1.8006 -0.891955 -2.90676
-1.80446 -0.894424 -2.62031
-1.80448 -0.894425 -1.85175
-1.80449 -0.894426 -0.773091
-1.80158 -0.892749 -0.100735
-1.79875 -0.869598 4.11844
-1.79411 -0.652392 4.64387
-4.01283 0.0630948 -4.22359
-3.23471 0.0740791 -4.82836
-2.50617 0.0740791 -4.82836
-1.79037 0.0740791 -4.82836
-1.47523 0.0630948 -4.2236
-1.4752 0.357001 -4.12479
-1.79441 0.558225 -4.70028
-2.50617 0.558195 -4.70028
-3.2347 0.558195 -4.69323
-4.01283 0.470236 -4.10625
-1.79748 0.867188 -2.90676
-2.50617 0.86719 -2.90676
-3.23469 0.86717 -2.90676
-3.23469 0.86717 -2.62031
-2.50617 0.86719 -2.62031
-1.79748 0.867187 -2.62031
-3.23469 0.86717 -1.85175
-2.50617 0.86719 -1.85175
-1.79748 0.867184 -1.85175
-3.23469 0.86717 -0.773091
-2.50617 0.86719 -0.773091
-1.79748 0.867182 -0.773091
-3.23469 0.86717 -0.100735
-2.50617 0.86719 -0.100735
-1.79748 0.86718 -0.100735
-1.23984 0.536829 0.414969
-1.47517 0.756864 0.414968
-1.79748 0.867179 0.415003
-2.50617 0.86719 0.414999
-3.23469 0.86717 0.414993
-3.7649 0.756848 0.414958
-3.7649 0.50117 0.414957
-3.49634 0.21298 0.414956
-3.49634 0.00580484 0.414961
-3.37935 -0.172134 0.414964
-3.11697 -0.377642 0.414969
-3.11697 -0.541897 0.414969
-3.7649 -0.541897 0.414969
-3.7649 -0.781603 0.414969
-3.23471 -0.892936 0.415006
-2.50617 -0.8943 0.415006
-1.80123 -0.89294 0.415006
-1.47514 -0.781613 0.414969
-1.47512 -0.541897 0.414969
-3.23471 -0.272318 4.80493
-3.7649 -0.239915 4.2031
-1.47516 -0.295046 3.96782
-1.4752 -0.239915 4.2031
-1.79411 -0.272318 4.80493
-2.50617 -0.272318 4.80493
-0.619923 -0.295046 2.63085
-0.530361 -0.00130656 2.63085
-0.530361 0.194369 2.63085
-0.555824 0.363089 2.63085
-0.579404 0.501717 2.63085
-3.23471 0.153878 4.82836
-3.7649 0.132899 4.2236
-1.47516 0.0149384 3.97581
-1.4752 0.132899 4.22359
-1.79411 0.153878 4.82836
-2.50617 0.153878 4.82836
-3.23471 0.458606 4.62296
-3.7649 0.399459 4.04392
-1.47516 0.194369 3.8689
-1.4752 0.399458 4.04392
-1.79411 0.458606 4.62296
-2.50617 0.458606 4.62296
-3.49634 0.213152 2.03295
-3.49634 0.0114322 2.03295
-3.37935 -0.172083 2.03295
-3.11697 -0.373251 2.03295
-3.11697 -0.541897 2.03295
-3.7649 -0.541897 2.03295
-3.7649 -0.783075 2.93432
-3.23471 -0.893777 3.35448
-2.50617 -0.894301 3.35448
-1.7997 -0.893778 3.35448
-1.47515 -0.783079 2.93432
-1.47512 -0.541897 2.03295
-1.85977 -0.536229 2.03295
-1.85977 -0.324018 2.03295
-1.47517 -0.323118 2.03295
-1.21225 -0.322883 2.03295
-0.619923 -0.327181 2.03295
-0.530361 -0.00578202 2.03295
-0.530361 0.255198 2.03295
-0.564876 0.436044 2.03296
-0.594958 0.517784 2.03295
-1.21225 0.515196 2.03295
-1.47517 0.681925 2.03295
-1.79748 0.781515 2.03289
-2.50617 0.781533 2.03289
-3.23469 0.781525 2.03289
-3.7649 0.68192 2.03295
-3.7649 0.458913 2.03295
-3.37069 0.383794 -3.67098
-3.37069 0.257801 -3.67098
-3.37069 0.258691 -2.90685
-3.37069 0.420157 -2.90685
-3.37069 0.258691 -2.62029
-3.37069 0.420247 -2.62029
-3.37069 0.258691 -1.85172
-3.37069 0.420247 -1.85172
-3.37069 0.258691 -0.773086
-3.37069 0.420247 -0.773086
-3.37069 0.258691 -0.100827
-3.37069 0.420247 -0.100827
-3.37069 0.258709 0.414956
-3.37069 0.420247 0.414957
-3.37069 0.258806 2.03295
-3.37069 0.396561 2.03295
-3.37069 0.213822 3.60651
-3.37069 0.363235 3.60651

NumberOfPolygons: 1348
VertexIndicies: 260 27 30
Normal: 0.01026 0.943088 0.332384
Tangent: 0.999941 -0.0108786 1.88192e-007
UV1: 0.384971 0.29803 
UV2: 0.384971 0.331705 
UV3: 0.344498 0.29803
MaterialIndex: -1

VertexIndicies: 27 31 30
Normal: 0 0.946955 0.321365
Tangent: 1 0 0
UV1: 0.384971 0.331705 
UV2: 0.344498 0.331705 
UV3: 0.344498 0.29803
MaterialIndex: -1

VertexIndicies: 27 68 31
Normal: 0 1 0
Tangent: 1 0 0
UV1: 0.384971 0.331705 
UV2: 0.384971 0.375595 
UV3: 0.344498 0.331705
MaterialIndex: -1

VertexIndicies: 68 69 31
Normal: 0.264594 0.932983 0.243995
Tangent: 0.962059 -0.27284 7.78853e-008
UV1: 0.384971 0.375595 
UV2: 0.344498 0.375595 
UV3: 0.344498 0.331705
MaterialIndex: -1

VertexIndicies: 32 28 58
Normal: 0.259058 0.913463 -0.313807
Tangent: 0.962059 -0.27284 9.39858e-009
UV1: 0.344498 0.496193 
UV2: 0.384971 0.496193 
UV3: 0.344498 0.514902
MaterialIndex: -1

VertexIndicies: 28 63 58
Normal: 0.123839 0.992302 9.98827e-007
Tangent: 0.992302 -0.123839 -3.08555e-014
UV1: 0.384971 0.496193 
UV2: 0.384971 0.514902 
UV3: 0.344498 0.514902
MaterialIndex: -1

VertexIndicies: 30 31 199
Normal: 0.428801 0.855479 0.290321
Tangent: 0.893983 -0.448101 -8.07986e-009
UV1: 0.344498 0.29803 
UV2: 0.344498 0.331705 
UV3: 0.321699 0.29803
MaterialIndex: -1

VertexIndicies: 31 198 199
Normal: 0 1 3.30899e-007
Tangent: 1 0 0
UV1: 0.344498 0.331705 
UV2: 0.321699 0.331705 
UV3: 0.321699 0.29803
MaterialIndex: -1

VertexIndicies: 31 69 198
Normal: 0 0.967463 0.253011
Tangent: 1 0 0
UV1: 0.344498 0.331705 
UV2: 0.344498 0.375595 
UV3: 0.321699 0.331705
MaterialIndex: -1

VertexIndicies: 198 69 197
Normal: 0 0.967463 0.253011
Tangent: 1 0 0
UV1: 0.321699 0.331705 
UV2: 0.344498 0.375595 
UV3: 0.321699 0.375595
MaterialIndex: -1

VertexIndicies: 32 58 215
Normal: 0 0.945749 -0.324897
Tangent: 1 0 0
UV1: 0.344498 0.496193 
UV2: 0.344498 0.514902 
UV3: 0.321699 0.496193
MaterialIndex: -1

VertexIndicies: 215 58 214
Normal: -2.81648e-007 0.945749 -0.324897
Tangent: 1 3.02104e-007 1.25178e-008
UV1: 0.321699 0.496193 
UV2: 0.344498 0.514902 
UV3: 0.321699 0.514902
MaterialIndex: -1

VertexIndicies: 203 204 34
Normal: 8.53386e-008 -1 0
Tangent: 1 8.53386e-008 -0
UV1: 0.321699 0.29803 
UV2: 0.321699 0.331705 
UV3: 0.344499 0.29803
MaterialIndex: -1

VertexIndicies: 34 204 35
Normal: 8.53386e-008 -1 4.26051e-008
Tangent: 1 8.53386e-008 3.16229e-022
UV1: 0.344499 0.29803 
UV2: 0.321699 0.331705 
UV3: 0.344499 0.331705
MaterialIndex: -1

VertexIndicies: 204 205 35
Normal: 9.60753e-008 -0.948008 0.318245
Tangent: 1 9.97233e-008 -4.82893e-009
UV1: 0.321699 0.331705 
UV2: 0.321699 0.375595 
UV3: 0.344499 0.331705
MaterialIndex: -1

VertexIndicies: 35 205 64
Normal: 4.80377e-008 -0.948008 0.318245
Tangent: 1 1.55531e-007 3.1236e-007
UV1: 0.344499 0.331705 
UV2: 0.321699 0.375595 
UV3: 0.344498 0.375595
MaterialIndex: -1

VertexIndicies: 207 208 36
Normal: 0 -0.785623 -0.618705
Tangent: 1 0 0
UV1: 0.321699 0.496193 
UV2: 0.321699 0.514902 
UV3: 0.344499 0.496193
MaterialIndex: -1

VertexIndicies: 36 208 59
Normal: 0 -0.785623 -0.618705
Tangent: 1 0 0
UV1: 0.344499 0.496193 
UV2: 0.321699 0.514902 
UV3: 0.344498 0.514902
MaterialIndex: -1

VertexIndicies: 318 34 317
Normal: 0.00725294 -0.999466 0.0318589
Tangent: 0.999974 0.00725665 8.04857e-007
UV1: 0.344498 0.192396 
UV2: 0.344499 0.29803 
UV3: 0.38317 0.192396
MaterialIndex: -1

VertexIndicies: 34 168 317
Normal: 0.0180523 -0.999448 0.0279047
Tangent: 0.999837 0.0180594 -5.42856e-011
UV1: 0.344499 0.29803 
UV2: 0.384971 0.29803 
UV3: 0.38317 0.192396
MaterialIndex: -1

VertexIndicies: 39 35 65
Normal: 0 -1 -1.50409e-008
Tangent: 1 0 0
UV1: 0.384971 0.331705 
UV2: 0.344499 0.331705 
UV3: 0.384971 0.375595
MaterialIndex: -1

VertexIndicies: 35 64 65
Normal: 0.326232 -0.896143 0.300833
Tangent: 0.939672 0.342078 -1.57784e-007
UV1: 0.344499 0.331705 
UV2: 0.344498 0.375595 
UV3: 0.384971 0.375595
MaterialIndex: -1

VertexIndicies: 36 59 40
Normal: 0.274974 -0.755339 -0.594855
Tangent: 0.939671 0.342078 -1.2181e-007
UV1: 0.344499 0.496193 
UV2: 0.344498 0.514902 
UV3: 0.384971 0.496193
MaterialIndex: -1

VertexIndicies: 59 60 40
Normal: 0 -1 0
Tangent: 1 0 -0
UV1: 0.344498 0.514902 
UV2: 0.384971 0.514902 
